DEPTH,VP,VS,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOfluid,PHI,LFC
2115.3608,2435.6,1026.1,105.2303,0.3964,2.302912,1.0,1.0,2.37364779261,5608.9724672,2363.0180032,0.645098197157,2.75321571155,1.09,0.270742819719,4.0
2115.5132,2451.4,1043.3,106.2185,0.3934,2.304868,1.0,1.0,2.34965973354,5650.1534152,2404.6687844,0.656309384292,2.75500950149,1.09,0.270353713348,4.0
2115.6655,2453.1,1049.1,103.4897,0.4172,2.304655,1.0,1.0,2.33828996283,5653.5491805,2417.8135605,0.625350987758,2.75005615804,1.09,0.268304873834,4.0
2115.8181,2454.4,1049.1,104.6791,0.4055,2.305095,1.0,1.0,2.3395291202,5657.625168,2418.2751645,0.63884480073,2.75221516812,1.09,0.268990547489,4.0
2115.9705,2452.1,1045.6,104.8444,0.3967,2.301705,1.0,1.0,2.3451606733,5644.0108305,2406.662748,0.640720138954,2.75251522223,1.09,0.271161560631,4.0
2116.1228,2449.6,1028.7,103.8472,0.3629,2.303456,1.0,1.0,2.38125789832,5642.5458176,2369.5651872,0.629406846289,2.75070509541,1.09,0.269312773619,4.0
2116.2751,2453.2,1034.9,103.4486,0.3577,2.3038735,1.0,1.0,2.37047057687,5651.8624702,2384.27868515,0.62488470584,2.74998155293,1.09,0.26874277738,4.0
2116.4275,2458.7,1034.9,103.2926,0.3707,2.29925,1.0,1.0,2.37578510001,5653.165975,2379.493825,0.623114876662,2.74969838027,1.09,0.271403759636,4.0
2116.5801,2450.8,1064.5,107.6792,0.388,2.2875945,1.0,1.0,2.30230155002,5606.4366006,2435.14434525,0.672881111725,2.75766097788,1.09,0.281871725796,4.0
2116.7324,2455.8,1028.1,108.3121,0.3933,2.278732,1.0,1.0,2.38867814415,5596.1100456,2342.7643692,0.680061399458,2.75880982391,1.09,0.287676772412,4.0
2116.8848,2469.4,1022.8,111.0455,0.3792,2.284176,1.0,1.0,2.41435275714,5640.5442144,2336.2552128,0.711071983264,2.76377151732,1.09,0.286535833809,4.0
2117.0371,2459.8,1030.8,102.7949,0.3797,2.308759,1.0,1.0,2.38630190144,5679.0853882,2379.8687772,0.617468440883,2.74879495054,1.09,0.265274469516,4.0
2117.1897,2445.7,1030.8,96.3776,0.3837,2.3292425,1.0,1.0,2.37262320528,5696.62838225,2400.983169,0.544663794854,2.73714620718,1.09,0.247642683691,4.0
2117.342,2424.1,1024.0,90.0807,0.3826,2.31772,1.0,1.0,2.36728515625,5618.385052,2373.34528,0.473225093909,2.72571601503,1.09,0.249429614479,4.0
2117.4944,2413.4,1027.7,94.9312,0.367,2.287144,1.0,1.0,2.348350686,5519.7933296,2350.4978888,0.528254301763,2.73452068828,1.09,0.272040778489,4.0
2117.6467,2402.1,1036.4,98.8375,0.3743,2.279203,1.0,1.0,2.31773446546,5474.8735263,2362.1659892,0.57257150507,2.74161144081,1.09,0.279974108549,4.0
2117.7993,2410.9,1064.1,105.7879,0.3766,2.2864825,1.0,1.0,2.26567051969,5512.48065925,2433.04602825,0.65142420196,2.75422787231,1.09,0.281058489703,4.0
2117.9517,2417.9,1068.9,110.9971,0.3937,2.2866735,1.0,1.0,2.26204509309,5528.94785565,2444.22530415,0.710522882416,2.76368366119,1.09,0.285006164694,4.0
2118.104,2438.3,1068.9,115.2412,0.4133,2.28004,1.0,1.0,2.28113013378,5559.421532,2437.134756,0.758672446596,2.77138759146,1.09,0.292227439974,4.0
2118.2563,2462.5,1084.5,119.1953,0.4332,2.2818445,1.0,1.0,2.27063162748,5619.04208125,2474.66036025,0.803531943715,2.77856511099,1.09,0.294167283074,4.0
2118.4087,2461.5,1106.8,118.1026,0.4409,2.284348,1.0,1.0,2.22397903867,5622.922602,2528.3163664,0.791135197932,2.77658163167,1.09,0.291852835597,4.0
2118.5613,2463.4,1095.8,115.2759,0.4089,2.291065,1.0,1.0,2.24803796313,5643.809521,2510.549027,0.759066120137,2.77145057922,1.09,0.285697114835,4.0
2118.7136,2466.3,1066.8,108.4708,0.3898,2.297184,1.0,1.0,2.31186726659,5665.5448992,2450.6358912,0.681861860295,2.75909789765,1.09,0.276744640502,4.0
2118.866,2463.7,1066.8,102.5099,0.3837,2.29068,1.0,1.0,2.30943007124,5643.548316,2443.697424,0.614235099116,2.74827761586,1.09,0.275947532236,4.0
2119.0183,2478.1,1143.8,101.618,0.3856,2.286902,1.0,1.0,2.16655009617,5667.1718462,2615.7585076,0.604116441146,2.74665863058,1.09,0.277520439091,4.0
2119.1709,2484.2,1202.1,96.8077,0.3869,2.286254,1.0,1.0,2.06655020381,5679.5121868,2748.3059334,0.549543304657,2.73792692875,1.09,0.274085531868,4.0
2119.3232,2503.5,1143.6,91.8098,0.3859,2.294,1.0,1.0,2.18913955929,5743.029,2623.4184,0.492841835131,2.72885469362,1.09,0.265340603602,4.0
2119.4756,2491.8,1122.6,87.9057,0.3833,2.29589,1.0,1.0,2.2196686264,5720.898702,2577.366114,0.448549590954,2.72176793455,1.09,0.260991728992,4.0
2119.6279,2467.3,1122.6,88.6656,0.3888,2.299,1.0,1.0,2.19784429004,5672.3227,2580.8574,0.457170701159,2.72314731219,1.09,0.259711606553,4.0
2119.7805,2455.3,1147.1,88.8993,0.3873,2.2977925,1.0,1.0,2.14044111237,5641.76992525,2635.79777675,0.459822041407,2.72357152663,1.09,0.260643026452,4.0
2119.9329,2452.7,1155.6,89.401,0.3852,2.291723,1.0,1.0,2.12244721357,5620.9090021,2648.3150988,0.465513857422,2.72448221719,1.09,0.264768385142,4.0
2120.0852,2480.0,1150.5,82.7385,0.3815,2.273628,1.0,1.0,2.15558452847,5638.59744,2615.809014,0.389927402969,2.71238838447,1.09,0.27044102921,4.0
